driverId,circuitId,lap,statusId,position_lap,driver_name
844,21,52,1,3,Charles Leclerc
832,32,4,1,5,Carlos Sainz
857,1,14,1,11,Oscar Piastri
832,39,56,1,6,Carlos Sainz
815,32,11,1,3,Sergio Pérez
830,70,62,1,2,Max Verstappen
832,32,50,1,5,Carlos Sainz
832,6,52,1,2,Carlos Sainz
855,34,41,16,16,Guanyu Zhou
815,11,70,1,3,Sergio Pérez
855,1,43,1,14,Guanyu Zhou
847,11,31,1,2,George Russell
825,4,15,12,20,Kevin Magnussen
844,11,70,1,6,Charles Leclerc
817,70,58,11,9,Daniel Ricciardo
830,13,21,1,1,Max Verstappen
854,21,34,11,17,Mick Schumacher
830,22,5,1,1,Max Verstappen
846,4,6,1,10,Lando Norris
844,4,62,1,12,Charles Leclerc
807,13,6,1,14,Nico Hülkenberg
842,3,40,131,8,Pierre Gasly
832,24,55,1,4,Carlos Sainz
1,18,14,1,5,Lewis Hamilton
4,1,39,11,12,Fernando Alonso
4,9,12,1,8,Fernando Alonso
847,1,53,1,3,George Russell
830,32,52,1,1,Max Verstappen
842,73,24,1,19,Pierre Gasly
4,39,49,1,9,Fernando Alonso
832,4,38,1,5,Carlos Sainz
20,6,54,1,11,Sebastian Vettel
1,7,30,1,3,Lewis Hamilton
840,6,61,1,14,Lance Stroll
817,32,68,11,7,Daniel Ricciardo
846,4,64,11,17,Lando Norris
855,13,4,1,15,Guanyu Zhou
857,9,42,1,4,Oscar Piastri
825,13,3,1,18,Kevin Magnussen
825,7,12,1,19,Kevin Magnussen
852,79,10,1,14,Yuki Tsunoda
1,7,51,1,3,Lewis Hamilton
832,39,48,1,7,Carlos Sainz
817,70,18,11,13,Daniel Ricciardo
840,79,57,1,12,Lance Stroll
822,3,8,1,9,Valtteri Bottas
825,70,61,11,16,Kevin Magnussen
855,4,32,1,10,Guanyu Zhou
846,1,21,1,8,Lando Norris
854,9,14,1,12,Mick Schumacher
825,21,6,1,5,Kevin Magnussen
817,6,58,1,13,Daniel Ricciardo
832,24,35,1,3,Carlos Sainz
822,14,26,11,10,Valtteri Bottas
849,73,21,11,19,Nicholas Latifi
825,6,36,130,14,Kevin Magnussen
858,11,46,31,15,Logan Sargeant
825,11,59,11,18,Kevin Magnussen
1,32,20,1,2,Lewis Hamilton
4,70,30,1,6,Fernando Alonso
848,79,5,1,12,Alexander Albon
849,7,56,1,17,Nicholas Latifi
830,79,13,1,4,Max Verstappen
807,13,23,1,12,Nico Hülkenberg
1,4,26,1,4,Lewis Hamilton
839,77,46,1,6,Esteban Ocon
815,73,18,1,3,Sergio Pérez
830,79,36,1,1,Max Verstappen
817,34,18,1,9,Daniel Ricciardo
842,77,4,1,10,Pierre Gasly
20,18,18,1,4,Sebastian Vettel
857,9,10,1,3,Oscar Piastri
825,39,30,1,18,Kevin Magnussen
832,70,36,131,2,Carlos Sainz
852,6,30,11,15,Yuki Tsunoda
4,6,4,1,2,Fernando Alonso
848,15,11,130,17,Alexander Albon
830,1,26,1,1,Max Verstappen
840,6,34,1,14,Lance Stroll
4,7,14,1,2,Fernando Alonso
1,1,26,1,2,Lewis Hamilton
840,70,26,1,12,Lance Stroll
846,7,18,1,12,Lando Norris
840,7,49,1,13,Lance Stroll
855,77,47,1,13,Guanyu Zhou
848,39,27,1,16,Alexander Albon
848,79,15,1,12,Alexander Albon
844,70,57,1,1,Charles Leclerc
839,32,39,11,11,Esteban Ocon
20,21,20,1,7,Sebastian Vettel
842,9,27,130,7,Pierre Gasly
844,77,13,1,2,Charles Leclerc
817,69,21,1,16,Daniel Ricciardo
20,11,11,11,14,Sebastian Vettel
832,7,32,1,5,Carlos Sainz
4,9,24,1,5,Fernando Alonso
846,39,60,1,8,Lando Norris
852,79,1,1,10,Yuki Tsunoda
844,39,14,1,2,Charles Leclerc
830,11,51,1,1,Max Verstappen
4,34,51,1,6,Fernando Alonso
817,11,6,11,10,Daniel Ricciardo
852,3,7,1,14,Yuki Tsunoda
4,69,34,1,10,Fernando Alonso
1,6,68,1,4,Lewis Hamilton
817,34,2,1,8,Daniel Ricciardo
20,79,30,4,13,Sebastian Vettel
840,39,27,1,8,Lance Stroll
844,7,6,1,9,Charles Leclerc
815,18,9,1,2,Sergio Pérez
830,11,49,1,2,Max Verstappen
848,21,10,11,14,Alexander Albon
1,11,33,1,5,Lewis Hamilton
817,1,25,1,9,Daniel Ricciardo
1,11,67,1,4,Lewis Hamilton
822,79,24,1,15,Valtteri Bottas
840,21,50,11,10,Lance Stroll
4,11,57,11,8,Fernando Alonso
844,7,46,1,4,Charles Leclerc
848,39,7,1,15,Alexander Albon
832,70,29,131,3,Carlos Sainz
20,79,50,4,11,Sebastian Vettel
840,77,16,11,16,Lance Stroll
4,6,33,1,2,Fernando Alonso
852,14,41,11,13,Yuki Tsunoda
848,1,55,1,7,Alexander Albon
817,34,26,1,8,Daniel Ricciardo
839,34,29,1,9,Esteban Ocon
4,4,52,1,7,Fernando Alonso
855,77,22,1,16,Guanyu Zhou
847,22,24,1,7,George Russell
817,24,30,1,12,Daniel Ricciardo
852,69,7,1,13,Yuki Tsunoda
842,4,55,1,11,Pierre Gasly
822,7,5,1,13,Valtteri Bottas
852,11,6,11,11,Yuki Tsunoda
817,13,16,1,13,Daniel Ricciardo
20,69,41,1,2,Sebastian Vettel
825,69,17,1,12,Kevin Magnussen
4,70,62,11,12,Fernando Alonso
848,70,47,11,13,Alexander Albon
854,4,64,11,13,Mick Schumacher
840,4,24,11,15,Lance Stroll
807,13,21,1,15,Nico Hülkenberg
817,21,51,11,18,Daniel Ricciardo
846,6,31,11,10,Lando Norris
842,9,13,130,9,Pierre Gasly
20,39,35,1,14,Sebastian Vettel
858,11,32,31,16,Logan Sargeant
807,1,11,1,7,Nico Hülkenberg
844,3,15,1,1,Charles Leclerc
842,1,33,4,5,Pierre Gasly
832,9,2,1,6,Carlos Sainz
20,1,7,3,16,Sebastian Vettel
855,18,39,1,17,Guanyu Zhou
857,7,10,1,6,Oscar Piastri
20,4,7,11,14,Sebastian Vettel
815,7,30,1,6,Sergio Pérez
842,32,69,11,11,Pierre Gasly
844,77,8,1,2,Charles Leclerc
825,4,5,12,20,Kevin Magnussen
815,11,69,1,3,Sergio Pérez
847,4,63,1,3,George Russell
822,1,52,1,10,Valtteri Bottas
854,70,35,11,6,Mick Schumacher
4,1,2,1,5,Fernando Alonso
839,18,66,1,8,Esteban Ocon
856,70,20,11,19,Nyck de Vries
852,6,2,11,11,Yuki Tsunoda
825,79,11,33,10,Kevin Magnussen
844,3,6,1,1,Charles Leclerc
1,4,34,1,2,Lewis Hamilton
817,39,21,1,18,Daniel Ricciardo
854,69,51,1,14,Mick Schumacher
839,79,14,1,14,Esteban Ocon
839,4,58,1,8,Esteban Ocon
856,73,3,3,17,Nyck de Vries
832,4,22,1,7,Carlos Sainz
840,14,15,5,11,Lance Stroll
4,3,2,1,9,Fernando Alonso
839,3,4,26,10,Esteban Ocon
844,13,3,1,2,Charles Leclerc
846,79,44,1,16,Lando Norris
852,70,49,11,16,Yuki Tsunoda
855,77,50,1,11,Guanyu Zhou
830,13,33,1,1,Max Verstappen
848,7,1,1,12,Alexander Albon
848,18,64,1,15,Alexander Albon
847,79,43,1,7,George Russell
839,11,1,130,19,Esteban Ocon
4,34,36,1,6,Fernando Alonso
4,73,18,1,8,Fernando Alonso
848,6,65,11,15,Alexander Albon
1,14,32,1,5,Lewis Hamilton
840,6,19,3,15,Lance Stroll
847,73,1,1,5,George Russell
825,14,22,11,11,Kevin Magnussen
825,77,5,1,12,Kevin Magnussen
822,11,40,11,10,Valtteri Bottas
840,79,14,1,16,Lance Stroll
822,11,45,131,14,Valtteri Bottas
840,7,12,1,14,Lance Stroll
4,73,5,1,6,Fernando Alonso
847,14,23,1,3,George Russell
852,73,25,1,12,Yuki Tsunoda
842,34,10,1,14,Pierre Gasly
854,4,8,11,7,Mick Schumacher
849,6,2,11,20,Nicholas Latifi
830,73,20,1,1,Max Verstappen
1,11,29,1,5,Lewis Hamilton
20,24,57,1,10,Sebastian Vettel
839,14,31,1,15,Esteban Ocon
857,9,32,1,5,Oscar Piastri
4,1,28,1,3,Fernando Alonso
847,6,63,1,5,George Russell
844,6,61,1,4,Charles Leclerc
822,79,51,1,13,Valtteri Bottas
842,7,35,1,14,Pierre Gasly
830,39,23,1,3,Max Verstappen
822,73,48,11,18,Valtteri Bottas
848,11,61,11,11,Alexander Albon
825,11,7,11,20,Kevin Magnussen
825,6,18,34,11,Kevin Magnussen
852,6,52,12,9,Yuki Tsunoda
1,11,24,1,6,Lewis Hamilton
832,11,27,1,3,Carlos Sainz
840,73,18,76,16,Lance Stroll
830,18,33,1,15,Max Verstappen
20,22,14,1,6,Sebastian Vettel
849,32,46,12,20,Nicholas Latifi
852,14,26,11,16,Yuki Tsunoda
840,69,10,4,5,Lance Stroll
857,4,55,11,13,Oscar Piastri
856,4,25,11,14,Nyck de Vries
840,11,17,11,16,Lance Stroll
848,79,14,1,11,Alexander Albon
4,7,54,1,2,Fernando Alonso
4,79,13,1,8,Fernando Alonso
857,6,72,11,10,Oscar Piastri
20,15,49,1,7,Sebastian Vettel
832,11,53,1,7,Carlos Sainz
847,6,17,1,5,George Russell
847,9,12,1,5,George Russell
849,21,29,11,16,Nicholas Latifi
854,1,1,11,13,Mick Schumacher
4,9,22,1,5,Fernando Alonso
830,15,32,1,6,Max Verstappen
4,73,31,1,9,Fernando Alonso
839,1,41,4,10,Esteban Ocon
842,77,40,1,9,Pierre Gasly
825,15,36,1,13,Kevin Magnussen
825,9,11,1,11,Kevin Magnussen
846,77,24,1,13,Lando Norris
832,13,27,1,4,Carlos Sainz
847,34,35,1,5,George Russell
847,70,32,1,9,George Russell
4,13,31,1,5,Fernando Alonso
848,73,31,1,14,Alexander Albon
842,7,56,1,14,Pierre Gasly
848,79,45,1,11,Alexander Albon
815,34,45,1,3,Sergio Pérez
842,15,36,1,10,Pierre Gasly
846,18,3,6,5,Lando Norris
839,24,34,1,8,Esteban Ocon
832,6,55,1,8,Carlos Sainz
849,22,27,1,9,Nicholas Latifi
1,9,2,1,5,Lewis Hamilton
842,3,11,131,8,Pierre Gasly
842,14,26,1,12,Pierre Gasly
844,79,12,1,2,Charles Leclerc
858,70,11,11,15,Logan Sargeant
825,24,28,11,18,Kevin Magnussen
817,11,51,11,13,Daniel Ricciardo
825,7,15,1,18,Kevin Magnussen
1,1,3,1,3,Lewis Hamilton
855,3,14,1,12,Guanyu Zhou
855,6,52,11,17,Guanyu Zhou
825,70,11,11,5,Kevin Magnussen
846,14,20,1,5,Lando Norris
20,69,54,1,9,Sebastian Vettel
4,32,8,5,7,Fernando Alonso
844,9,39,1,10,Charles Leclerc
839,77,29,1,10,Esteban Ocon
849,39,37,11,20,Nicholas Latifi
842,77,16,1,14,Pierre Gasly
825,70,60,11,7,Kevin Magnussen
848,32,33,11,14,Alexander Albon
1,6,28,1,5,Lewis Hamilton
830,77,41,1,2,Max Verstappen
846,79,51,1,17,Lando Norris
856,3,54,11,15,Nyck de Vries
815,32,49,1,3,Sergio Pérez
822,18,64,1,9,Valtteri Bottas
854,79,15,1,18,Mick Schumacher
849,24,9,130,20,Nicholas Latifi
847,9,41,1,5,George Russell
844,15,34,1,2,Charles Leclerc
849,32,60,12,19,Nicholas Latifi
832,11,9,1,6,Carlos Sainz
4,13,24,1,5,Fernando Alonso
846,73,24,1,11,Lando Norris
1,11,48,1,1,Lewis Hamilton
855,9,21,1,15,Guanyu Zhou
1,79,32,1,7,Lewis Hamilton
839,70,42,1,5,Esteban Ocon
1,32,53,1,2,Lewis Hamilton
842,3,1,131,8,Pierre Gasly
4,32,14,5,7,Fernando Alonso
817,14,9,44,4,Daniel Ricciardo
849,32,6,12,20,Nicholas Latifi
847,21,12,1,5,George Russell
4,3,39,1,5,Fernando Alonso
854,18,51,1,13,Mick Schumacher
846,7,4,1,14,Lando Norris
4,3,50,1,3,Fernando Alonso
854,70,63,11,6,Mick Schumacher
815,70,51,1,5,Sergio Pérez
847,7,57,1,4,George Russell
847,7,69,1,4,George Russell
856,4,27,11,14,Nyck de Vries
858,4,10,11,15,Logan Sargeant
852,70,70,11,17,Yuki Tsunoda
855,11,58,11,17,Guanyu Zhou
830,79,23,1,1,Max Verstappen
822,70,21,11,17,Valtteri Bottas
852,39,11,24,11,Yuki Tsunoda
807,3,52,11,16,Nico Hülkenberg
857,6,43,11,11,Oscar Piastri
822,79,33,1,14,Valtteri Bottas
846,18,33,6,10,Lando Norris
856,3,31,11,15,Nyck de Vries
847,34,11,1,5,George Russell
1,14,42,1,6,Lewis Hamilton
855,4,35,1,8,Guanyu Zhou
840,11,14,11,13,Lance Stroll
817,34,4,1,8,Daniel Ricciardo
830,77,3,1,3,Max Verstappen
846,24,3,1,6,Lando Norris
844,6,12,1,1,Charles Leclerc
20,18,31,1,7,Sebastian Vettel
839,1,12,4,13,Esteban Ocon
854,79,46,1,9,Mick Schumacher
846,9,5,1,2,Lando Norris
20,6,47,1,11,Sebastian Vettel
4,4,65,11,9,Fernando Alonso
839,70,33,11,11,Esteban Ocon
832,7,18,1,1,Carlos Sainz
856,6,55,11,13,Nyck de Vries
20,13,32,1,6,Sebastian Vettel
846,7,24,1,9,Lando Norris
847,79,33,1,5,George Russell
847,39,28,1,3,George Russell
840,11,55,11,10,Lance Stroll
846,34,26,1,7,Lando Norris
854,9,21,1,12,Mick Schumacher
840,77,6,5,4,Lance Stroll
857,9,40,1,4,Oscar Piastri
854,9,26,1,11,Mick Schumacher
847,39,53,1,3,George Russell
849,21,41,11,16,Nicholas Latifi
840,7,70,1,10,Lance Stroll
849,34,3,130,18,Nicholas Latifi
840,13,24,1,11,Lance Stroll
849,24,42,130,19,Nicholas Latifi
830,22,9,1,1,Max Verstappen
1,3,9,1,5,Lewis Hamilton
846,32,65,11,9,Lando Norris
817,14,10,44,4,Daniel Ricciardo
839,18,37,1,7,Esteban Ocon
849,32,19,12,18,Nicholas Latifi
846,11,55,1,2,Lando Norris
844,4,59,1,12,Charles Leclerc
20,1,3,3,16,Sebastian Vettel
1,11,3,1,5,Lewis Hamilton
1,15,45,1,8,Lewis Hamilton
825,15,10,1,18,Kevin Magnussen
847,14,19,1,2,George Russell
807,73,38,11,10,Nico Hülkenberg
840,13,13,1,6,Lance Stroll
839,39,64,1,9,Esteban Ocon
840,11,20,11,10,Lance Stroll
854,18,33,1,12,Mick Schumacher
848,4,1,11,17,Alexander Albon
839,24,41,1,8,Esteban Ocon
822,77,2,141,8,Valtteri Bottas
844,9,36,1,10,Charles Leclerc
842,18,40,1,14,Pierre Gasly
858,79,36,11,20,Logan Sargeant
847,1,36,1,4,George Russell
854,24,41,11,16,Mick Schumacher
1,70,51,1,4,Lewis Hamilton
4,3,14,1,14,Fernando Alonso
852,15,4,3,10,Yuki Tsunoda
847,39,44,1,4,George Russell
1,32,42,1,2,Lewis Hamilton
849,21,26,11,16,Nicholas Latifi
839,70,63,1,5,Esteban Ocon
815,32,71,1,3,Sergio Pérez
855,9,35,1,17,Guanyu Zhou
855,18,18,1,18,Guanyu Zhou
825,22,21,1,12,Kevin Magnussen
822,70,54,11,17,Valtteri Bottas
854,70,40,11,6,Mick Schumacher
1,22,24,1,5,Lewis Hamilton
817,4,51,11,13,Daniel Ricciardo
847,79,22,1,7,George Russell
847,21,4,1,6,George Russell
830,3,8,32,2,Max Verstappen
832,3,27,1,4,Carlos Sainz
825,7,69,11,17,Kevin Magnussen
830,15,5,1,9,Max Verstappen
822,11,27,131,15,Valtteri Bottas
817,69,32,1,15,Daniel Ricciardo
847,34,9,1,5,George Russell
815,1,2,1,4,Sergio Pérez
830,7,29,1,1,Max Verstappen
855,11,46,11,17,Guanyu Zhou
830,24,56,1,1,Max Verstappen
855,4,8,75,15,Guanyu Zhou
839,39,33,1,10,Esteban Ocon
844,7,29,1,4,Charles Leclerc
848,21,55,11,12,Alexander Albon
842,32,37,11,12,Pierre Gasly
830,6,13,1,4,Max Verstappen
832,24,25,1,4,Carlos Sainz
842,9,12,130,13,Pierre Gasly
832,11,34,1,3,Carlos Sainz
857,1,37,1,11,Oscar Piastri
852,11,68,11,15,Yuki Tsunoda
847,15,12,12,16,George Russell
857,1,58,1,9,Oscar Piastri
817,79,31,1,17,Daniel Ricciardo
822,18,37,1,5,Valtteri Bottas
855,70,65,11,14,Guanyu Zhou
842,1,10,4,4,Pierre Gasly
815,13,22,1,2,Sergio Pérez
849,18,23,1,18,Nicholas Latifi
847,39,39,1,4,George Russell
846,73,36,1,11,Lando Norris
840,15,59,1,6,Lance Stroll
842,39,71,1,11,Pierre Gasly
815,24,3,1,2,Sergio Pérez
844,39,36,1,2,Charles Leclerc
847,22,5,1,7,George Russell
857,77,14,1,18,Oscar Piastri
847,32,41,1,4,George Russell
830,18,16,1,16,Max Verstappen
822,11,51,131,10,Valtteri Bottas
847,14,36,1,3,George Russell
844,18,66,1,4,Charles Leclerc
842,6,26,1,12,Pierre Gasly
849,9,23,1,9,Nicholas Latifi
807,9,49,1,14,Nico Hülkenberg
842,6,68,1,7,Pierre Gasly
844,6,74,1,6,Charles Leclerc
839,14,22,1,16,Esteban Ocon
839,77,36,1,8,Esteban Ocon
830,6,11,1,1,Max Verstappen
855,6,62,11,14,Guanyu Zhou
825,39,9,1,20,Kevin Magnussen
855,6,65,11,14,Guanyu Zhou
854,9,47,1,8,Mick Schumacher
852,7,10,3,15,Yuki Tsunoda
852,6,19,11,15,Yuki Tsunoda
839,32,31,11,7,Esteban Ocon
832,7,59,1,2,Carlos Sainz
844,3,28,1,1,Charles Leclerc
846,24,9,1,7,Lando Norris
1,70,23,1,4,Lewis Hamilton
855,32,5,11,12,Guanyu Zhou
852,14,4,11,17,Yuki Tsunoda
846,79,5,1,19,Lando Norris
830,1,49,1,1,Max Verstappen
839,9,37,48,8,Esteban Ocon
839,24,39,1,8,Esteban Ocon
854,39,10,1,10,Mick Schumacher
20,7,9,1,16,Sebastian Vettel
857,73,5,1,11,Oscar Piastri
807,7,35,11,14,Nico Hülkenberg
815,13,3,1,2,Sergio Pérez
849,24,27,130,20,Nicholas Latifi
840,4,21,1,6,Lance Stroll
848,3,44,1,10,Alexander Albon
847,4,32,1,2,George Russell
857,1,18,1,10,Oscar Piastri
840,79,2,1,17,Lance Stroll
842,39,52,1,11,Pierre Gasly
1,70,16,1,4,Lewis Hamilton
815,70,28,1,9,Sergio Pérez
815,6,59,1,1,Sergio Pérez
822,14,19,11,13,Valtteri Bottas
846,13,13,1,11,Lando Norris
839,70,39,11,11,Esteban Ocon
822,6,28,11,13,Valtteri Bottas
846,73,27,1,14,Lando Norris
852,9,24,1,18,Yuki Tsunoda
858,1,49,4,16,Logan Sargeant
857,7,25,1,10,Oscar Piastri
847,73,47,1,3,George Russell
856,4,37,11,10,Nyck de Vries
858,73,16,1,18,Logan Sargeant
815,4,24,1,4,Sergio Pérez
825,15,1,1,11,Kevin Magnussen
847,13,18,1,6,George Russell
842,70,26,1,7,Pierre Gasly
825,32,58,11,18,Kevin Magnussen
842,69,38,1,15,Pierre Gasly
20,21,27,1,7,Sebastian Vettel
847,3,25,1,6,George Russell
854,70,48,11,8,Mick Schumacher
832,39,16,1,10,Carlos Sainz
830,77,44,1,2,Max Verstappen
817,11,69,11,13,Daniel Ricciardo
847,70,21,1,15,George Russell
830,11,40,1,4,Max Verstappen
840,18,64,1,11,Lance Stroll
852,7,33,3,11,Yuki Tsunoda
817,1,58,1,6,Daniel Ricciardo
846,70,12,11,8,Lando Norris
857,4,60,11,13,Oscar Piastri
846,11,19,1,4,Lando Norris
847,21,17,1,5,George Russell
822,24,34,11,18,Valtteri Bottas
854,18,52,1,13,Mick Schumacher
855,32,31,11,12,Guanyu Zhou
822,1,42,1,15,Valtteri Bottas
825,6,19,34,12,Kevin Magnussen
842,1,20,4,4,Pierre Gasly
842,18,23,1,13,Pierre Gasly
832,32,53,1,5,Carlos Sainz
832,9,33,1,3,Carlos Sainz
839,14,20,1,16,Esteban Ocon
844,6,3,1,6,Charles Leclerc
817,39,56,1,17,Daniel Ricciardo
825,13,9,1,12,Kevin Magnussen
844,4,56,1,12,Charles Leclerc
844,3,23,1,1,Charles Leclerc
848,3,57,1,10,Alexander Albon
4,3,56,1,10,Fernando Alonso
822,21,55,1,5,Valtteri Bottas
839,15,6,5,15,Esteban Ocon
849,70,1,140,16,Nicholas Latifi
854,32,10,11,18,Mick Schumacher
854,21,55,11,17,Mick Schumacher
844,7,7,1,14,Charles Leclerc
847,39,43,1,4,George Russell
847,70,42,1,11,George Russell
854,22,12,1,18,Mick Schumacher
842,77,12,1,10,Pierre Gasly
844,69,24,1,4,Charles Leclerc
852,13,2,1,16,Yuki Tsunoda
842,6,60,1,7,Pierre Gasly
20,14,10,5,13,Sebastian Vettel
847,4,51,1,3,George Russell
832,15,44,1,3,Carlos Sainz
830,13,15,1,1,Max Verstappen
830,7,10,1,1,Max Verstappen
4,6,67,1,2,Fernando Alonso
832,4,58,1,5,Carlos Sainz
844,21,26,1,3,Charles Leclerc
830,70,26,1,2,Max Verstappen
839,73,5,1,13,Esteban Ocon
815,11,3,1,8,Sergio Pérez
815,13,20,1,2,Sergio Pérez
858,77,18,1,10,Logan Sargeant
844,70,17,1,2,Charles Leclerc
852,1,51,1,14,Yuki Tsunoda
822,79,30,1,6,Valtteri Bottas
854,6,2,3,15,Mick Schumacher
846,70,58,11,8,Lando Norris
839,11,29,11,10,Esteban Ocon
858,4,50,11,19,Logan Sargeant
817,32,25,11,12,Daniel Ricciardo
848,24,5,11,15,Alexander Albon
4,1,1,1,5,Fernando Alonso
815,4,28,1,2,Sergio Pérez
854,34,51,1,14,Mick Schumacher
842,13,18,1,8,Pierre Gasly
839,13,33,1,10,Esteban Ocon
840,73,17,1,6,Lance Stroll
844,13,10,1,12,Charles Leclerc
807,3,14,1,15,Nico Hülkenberg
1,34,10,1,3,Lewis Hamilton
847,18,64,1,1,George Russell
839,6,63,1,3,Esteban Ocon
807,79,42,1,15,Nico Hülkenberg
847,77,44,1,4,George Russell
825,9,16,1,12,Kevin Magnussen
846,6,9,1,5,Lando Norris
4,14,10,34,8,Fernando Alonso
842,4,23,1,14,Pierre Gasly
842,6,71,1,7,Pierre Gasly
1,4,39,1,2,Lewis Hamilton
855,18,20,1,18,Guanyu Zhou
1,73,47,1,6,Lewis Hamilton
830,21,62,1,1,Max Verstappen
844,15,26,1,2,Charles Leclerc
844,13,16,1,5,Charles Leclerc
844,73,12,131,3,Charles Leclerc
858,73,23,1,18,Logan Sargeant
852,3,36,1,12,Yuki Tsunoda
842,6,22,1,13,Pierre Gasly
846,6,37,11,10,Lando Norris
855,6,4,11,16,Guanyu Zhou
852,77,21,1,8,Yuki Tsunoda
847,15,27,12,15,George Russell
847,11,19,1,6,George Russell
4,9,14,1,8,Fernando Alonso
842,7,36,1,15,Pierre Gasly
846,9,37,1,5,Lando Norris
830,32,67,1,1,Max Verstappen
846,32,28,11,10,Lando Norris
815,18,41,1,2,Sergio Pérez
852,70,68,11,17,Yuki Tsunoda
852,70,48,11,16,Yuki Tsunoda
842,6,13,1,12,Pierre Gasly
847,4,12,1,2,George Russell
825,3,51,1,7,Kevin Magnussen
822,15,19,1,15,Valtteri Bottas
842,11,11,11,17,Pierre Gasly
846,69,44,1,9,Lando Norris
4,7,45,1,2,Fernando Alonso
830,6,23,1,3,Max Verstappen
848,79,47,1,13,Alexander Albon
846,3,32,12,19,Lando Norris
815,21,32,1,2,Sergio Pérez
852,13,7,1,6,Yuki Tsunoda
20,73,43,1,6,Sebastian Vettel
832,11,60,1,7,Carlos Sainz
852,11,19,11,13,Yuki Tsunoda
852,4,42,1,9,Yuki Tsunoda
858,6,70,12,18,Logan Sargeant
842,34,42,1,13,Pierre Gasly
844,32,22,1,6,Charles Leclerc
4,11,2,1,7,Fernando Alonso
849,77,12,3,17,Nicholas Latifi
4,6,49,1,7,Fernando Alonso
822,7,54,1,9,Valtteri Bottas
822,4,34,11,16,Valtteri Bottas
830,79,8,1,2,Max Verstappen
846,22,1,1,13,Lando Norris
849,1,46,11,17,Nicholas Latifi
817,39,3,1,16,Daniel Ricciardo
20,11,50,11,13,Sebastian Vettel
840,9,5,1,17,Lance Stroll
847,24,30,1,5,George Russell
849,39,50,11,19,Nicholas Latifi
830,34,10,1,2,Max Verstappen
817,7,54,1,11,Daniel Ricciardo
822,70,19,11,15,Valtteri Bottas
842,9,25,130,14,Pierre Gasly
852,1,42,1,14,Yuki Tsunoda
4,1,13,11,10,Fernando Alonso
815,79,32,1,4,Sergio Pérez
830,6,8,1,1,Max Verstappen
817,15,20,1,12,Daniel Ricciardo
817,73,17,1,7,Daniel Ricciardo
830,4,57,1,1,Max Verstappen
849,18,67,1,16,Nicholas Latifi
858,4,7,11,18,Logan Sargeant
852,21,25,1,9,Yuki Tsunoda
855,7,10,11,17,Guanyu Zhou
846,4,48,1,8,Lando Norris
840,11,11,11,13,Lance Stroll
839,70,67,11,12,Esteban Ocon
844,3,21,1,1,Charles Leclerc
807,73,27,11,10,Nico Hülkenberg
852,11,56,11,16,Yuki Tsunoda
825,79,2,1,7,Kevin Magnussen
842,79,33,1,9,Pierre Gasly
842,18,68,1,12,Pierre Gasly
807,7,15,11,15,Nico Hülkenberg
855,34,6,16,19,Guanyu Zhou
855,7,25,11,14,Guanyu Zhou
855,39,57,1,16,Guanyu Zhou
830,7,33,1,1,Max Verstappen
847,73,20,1,3,George Russell
842,70,51,11,14,Pierre Gasly
807,77,48,1,12,Nico Hülkenberg
830,7,6,1,1,Max Verstappen
854,18,59,1,12,Mick Schumacher
848,11,26,11,20,Alexander Albon
847,4,19,1,2,George Russell
832,11,2,1,2,Carlos Sainz
807,4,23,11,12,Nico Hülkenberg
832,9,8,1,6,Carlos Sainz
844,18,28,1,15,Charles Leclerc
815,21,12,1,2,Sergio Pérez
842,79,36,1,8,Pierre Gasly
854,13,32,11,18,Mick Schumacher
846,3,26,1,20,Lando Norris
842,34,35,1,15,Pierre Gasly
846,3,34,1,17,Lando Norris
840,7,8,1,14,Lance Stroll
825,15,24,1,15,Kevin Magnussen
857,11,4,1,2,Oscar Piastri
857,3,10,10,16,Oscar Piastri
815,9,38,1,8,Sergio Pérez
825,77,50,1,10,Kevin Magnussen
856,3,53,11,15,Nyck de Vries
20,6,20,1,11,Sebastian Vettel
832,13,11,1,3,Carlos Sainz
852,24,34,1,10,Yuki Tsunoda
852,32,32,130,16,Yuki Tsunoda
856,79,54,1,18,Nyck de Vries
1,11,42,1,4,Lewis Hamilton
1,73,19,1,8,Lewis Hamilton
4,1,26,11,4,Fernando Alonso
817,32,4,11,13,Daniel Ricciardo
839,7,66,1,6,Esteban Ocon
815,4,50,1,2,Sergio Pérez
847,32,24,1,3,George Russell
817,4,25,11,12,Daniel Ricciardo
825,79,48,1,10,Kevin Magnussen
854,15,50,11,14,Mick Schumacher
1,73,44,1,6,Lewis Hamilton
842,4,52,1,11,Pierre Gasly
839,11,62,11,9,Esteban Ocon
847,18,18,1,1,George Russell
840,7,43,1,12,Lance Stroll
4,1,52,1,3,Fernando Alonso
840,1,35,1,12,Lance Stroll
832,39,1,1,3,Carlos Sainz
855,21,48,11,15,Guanyu Zhou
839,11,22,11,5,Esteban Ocon
4,79,33,1,3,Fernando Alonso
830,21,49,1,1,Max Verstappen
817,32,45,11,13,Daniel Ricciardo
844,79,19,1,2,Charles Leclerc
858,77,34,1,13,Logan Sargeant
822,39,26,5,15,Valtteri Bottas
825,4,10,12,20,Kevin Magnussen
830,70,37,1,1,Max Verstappen
855,77,43,1,13,Guanyu Zhou
4,15,1,5,6,Fernando Alonso
4,22,23,1,9,Fernando Alonso
839,7,24,1,7,Esteban Ocon
